AI_Label,Final_Label,AI_Confidence,Review_Status,sentence_text
Negative,Negative,0.659782529,Manual Review,Facing challenges to deal with current systems and process.
Positive,Positive,0.661714792,Manual Review,but can learn a lot of knowledge
Positive,3,0.662212133,Manual Review,I then look over my to-do list and get started on the day that have my top priority.
Negative,Negative,0.663161933,Manual Review,Some employees in the IT department work in a semi-basement that doesn't see a lot of sunlight during the day.
Positive,2,0.665259898,Manual Review,Good to try as probation only hahaha.
Negative,Negative,0.665868938,Manual Review,"Need to review the benefits structure, transparency of promotion"
Positive,Positive,0.66629529,Manual Review,typical day at work is ok .
Positive,Positive,0.667053163,Manual Review,"KPI is very agile, adjustable."
Neutral,Neutral,0.668065608,Manual Review,Team lead quality is average.
Positive,Positive,0.669005156,Manual Review,some department are more flexible.
Negative,Negative,0.670843542,Manual Review,learned nothing
Negative,Negative,0.67140764,Manual Review,"However, team is very lean, therefore it can be stressful at times and things are fast paced."
Positive,Positive,0.672516882,Manual Review,flexible lunch time
Positive,Positive,0.673743784,Manual Review,Good for beginner
Negative,3,0.67479527,Manual Review,"As with any banking role, there were moments of pressure during peak periods or when meeting targets,"
Positive,3,0.676519454,Manual Review,"If finish work early, can go shopping at Jalan Tar."
Positive,Positive,0.676703453,Manual Review,Benefits/Salary for fresh graduates/ OT claims
Negative,Negative,0.677088797,Manual Review,Long hours
Negative,Negative,0.677592456,Manual Review,but the workload will be more than expected due to manpower shortages.
Positive,Positive,0.679396629,Manual Review,Fun mix stress
Negative,Negative,0.679612041,Manual Review,less guidance
Negative,Negative,0.679817796,Manual Review,Not many incentive for protege.
Positive,Positive,0.680452228,Manual Review,Top 5 largest Bank in Malaysia
Negative,3,0.681150675,Manual Review,Need to have time management skills in order to complete each tasks.
Positive,2,0.681656301,Manual Review,I hope for a better insurance benefit for dependents & salary base.
Positive,Positive,0.682633758,Manual Review,"Outpatient, dental, optical, health check-up coverage, travelling claim"
Positive,Positive,0.683063626,Manual Review,So far so good.
Positive,Positive,0.683427453,Manual Review,Mon - Fri Friendly environment 
Positive,3,0.684162378,Manual Review,My advise is to ask a lot of questions during your interview so you can judge whether it is a good fit for you.
Positive,Positive,0.684185326,Manual Review,Bonus could be up to 3-4 months in general.
Negative,Negative,0.684810102,Manual Review,but the basic salary that this company offer was to low.
Negative,Negative,0.686037779,Manual Review,"Like most banks, the workload can be overwhelming, with employees often expected to handle multiple responsibilities, tight deadlines, and high-performance targets."
Negative,Negative,0.686167836,Manual Review,Had to leave after 1 year contract.
Positive,Positive,0.686177969,Manual Review,Profesional Environment
Negative,Negative,0.688869655,Manual Review,Frequent re-org/rorg restructuring due to change to the top management
Negative,Negative,0.689148605,Manual Review,No flexible working hours and no remote.
Positive,Positive,0.690585375,Manual Review,Easy to apply.
Positive,Positive,0.690821588,Manual Review,Overall I think my pay are decent while workload and working culture depends on your department.
Positive,3,0.691197038,Manual Review,A day in the Bank can be busy depending on the the day or the weekend.
Positive,Positive,0.693559408,Manual Review,Can learn something from pb and make it as you stepping stone
Negative,Negative,0.694619954,Manual Review,Not much diversity as well.
Positive,Positive,0.696265221,Manual Review,"Department-dependent, decent experience"
Positive,Positive,0.697162271,Manual Review,"Working environment ok, "
Negative,Negative,0.698470533,Manual Review,Benefits were below average.
Positive,3,0.698802173,Manual Review,Just need to make it readable so that easier to answer the enquiries instead of arranging a callback because you usually need more time to extract the info.
Negative,Negative,0.70030576,Manual Review,but overload with work
Negative,Negative,0.701077819,Manual Review,work-life balance Don't even think about it.
Positive,Positive,0.701475263,Manual Review,Can learn alot of financial knowledge and pitching skill.
Positive,2,0.701614678,Manual Review,"Overall the management and the way they handle the process of everything is super old school, they still have typewriters to write on vouchers."
Positive,Positive,0.701642811,Manual Review,"While the salary structure varies based on the position and level of experience, public bank employees typically enjoy competitive pay scales that are often revised based on recommendations from government pay commissions."
Positive,Positive,0.702716947,Manual Review,"Additionally, public bank employees often have more structured career paths, including promotional avenues that lead to higher pay grades and responsibilities."
Positive,2,0.702953637,Manual Review,"If you need to a higher career development and lots benefits, can option with other company."
Positive,Positive,0.703240871,Manual Review,"This allows staff and trainees to understand the full hire purchase financing cycle, particularly for vehicle loans."
Positive,Positive,0.703444779,Manual Review,Location is strategic.
Positive,Positive,0.704592347,Manual Review,Try banking if you love doing sales.
Negative,Negative,0.706209362,Manual Review,Wished I check glassdoor reviews before joining.
Negative,Negative,0.706470311,Manual Review, despite the lack of support.
Negative,Negative,0.707510471,Manual Review,'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations
Negative,Negative,0.707767844,Manual Review,"However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming."
Negative,Negative,0.707908869,Manual Review,As usual stress to get year enda target met.
Negative,Negative,0.709038854,Manual Review,Need to always on standby mode.
Negative,Negative,0.710503995,Manual Review,'-No guidance given to newbies
Negative,Negative,0.710697293,Manual Review,A good place to start but in term of job culture is slight disappointing
Positive,Positive,0.711183608,Manual Review,"However, staff benefits are generally better than other banks."
Negative,Negative,0.711706221,Manual Review,System part a bit outdated as time consuming is a concern.
Negative,Negative,0.712278247,Manual Review,Working hour not flexible.
Positive,Positive,0.71230191,Manual Review,"That being said, you get to learn a great deal about mortgages, banking and lending."
Positive,Positive,0.712391734,Manual Review,"Day to day work very easy, but need to be careful due to working with money after all."
Positive,Positive,0.712862492,Manual Review,Everything is good.
Positive,3,0.713568926,Manual Review,Would love to see how would they expand and attract youngster into their company
Positive,2,0.714228511,Manual Review,Initiatives for better working environment should be implimented.
Neutral,Neutral,0.714651704,Manual Review,Okay averagely
Negative,Negative,0.714888334,Manual Review,Very restricted working environment.
Negative,Negative,0.716080964,Manual Review,"Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff"
Positive,Positive,0.716326058,Manual Review,"Discounted rate for company cafeteria, tentative work from home policy, learning programme"
Positive,Positive,0.716571808,Manual Review,"overall not bad, training provided, attractive remuneration package"
Positive,Positive,0.716626048,Manual Review,ok to work
Negative,Negative,0.71746397,Manual Review,Office politics
Positive,2,0.717877686,Manual Review,KPI hard to achieve but once achieved the feeling cannot be described.
Negative,Negative,0.718318403,Manual Review,"Have a good company but not a good superior, learned a lot from senior and also from other tribe ."
Neutral,Neutral,0.718860805,Manual Review,Incentive for sale staff is average.
Positive,3,0.719004214,Manual Review,"This way, I can reply to clients and get everything organized at the start of the day."
Negative,Negative,0.719145238,Manual Review,"But in sale, have to deal with a lot of pressure."
Negative,Negative,0.719673038,Manual Review,Ended up working 12 hours most days and weekends too.
Positive,Positive,0.719795406,Manual Review,but got good colleagues that can help from time to time.
Negative,3,0.721698225,Manual Review,Managing 17 staff and Data center facility 
Positive,2,0.722049177,Manual Review,They tends to talk to you politely and keep nagging to work hard.
Positive,Positive,0.722317159,Manual Review,computer provided allowance high and also have training to build intern knowledge to enter work enviroment
Positive,Positive,0.722691119,Manual Review,"Other than that, it train your multitasking skill as well"
Negative,Negative,0.72270149,Manual Review,"Long working hours are common, particularly in departments such as sales, credit analysis, and customer service."
Positive,Positive,0.722858131,Manual Review,Overall fine to work in bank under sales department.
Positive,Positive,0.723680079,Manual Review,The culture can be improved with good leader and cooperation.
Positive,Positive,0.723695636,Manual Review,Fair salary for fresh
Positive,Positive,0.726208627,Manual Review,Good for beginners
Positive,Positive,0.726424396,Manual Review,Good for stable life.
Negative,Negative,0.726588964,Manual Review,However they just simply terminated all the contract staff without notice
Positive,Positive,0.729302406,Manual Review,Staff got a lot of AL
Negative,Negative,0.729789436,Manual Review,the only things is difficult to get reffaller for small branches
Negative,Negative,0.730014503,Manual Review, but not appreciating protege or graduate lvl.
Positive,Positive,0.730045795,Manual Review,If you fresh graduate and want to learn a new skill.
Positive,Positive,0.730157018,Manual Review,Enjoyable in term of benefit and good friends.
Positive,Positive,0.730368495,Manual Review,"The enviroment is chill, collegues are kind and are willing to assist if faced with issues."
Positive,Positive,0.731022716,Manual Review,"Good team, but salary to low at airport"
Positive,Positive,0.731146812,Manual Review,Overall it was a nice company to working with.
Positive,Positive,0.731189191,Manual Review,"However, remuneration package is good."
Negative,Negative,0.731239617,Manual Review,Not support newcommer.
Positive,2,0.731802285,Manual Review,Always pass the job back to you
Negative,Negative,0.733474672,Manual Review,Luckily teamwork is awesome but can't say the same about the manager and salary.
Positive,Positive,0.733649552,Manual Review,"While there were challenges along the way, the positives outweighed the negatives."
Positive,2,0.734054148,Manual Review,"It is not wrong to use the offer contract thru agency but if the employee already work more than 1 year with a good results, offer them permanent position."
Negative,Negative,0.734372199,Manual Review,Hard to streamline processes to avoid manual work.
Negative,Negative,0.734714329,Manual Review,"Ok ok , not so good for sales target, always pressure about target from upper management ,for trying is ok but for long term is not suitable because based on target"
Positive,Positive,0.736167967,Manual Review,"As entry level, this is a good starter."
Positive,Positive,0.737338126,Manual Review,Good for stable life
Negative,Negative,0.738619685,Manual Review,Turnover rate is high.
Positive,Positive,0.738719881,Manual Review,They easily hire fresh grad.
Negative,Negative,0.739085257,Manual Review,Not supportive manager.
Negative,Negative,0.739621162,Manual Review,"High targets, but performance not fairly recognised."
Negative,Negative,0.739777625,Manual Review,There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch.
Positive,Positive,0.740713894,Manual Review,Good experience
Positive,3,0.741746724,Manual Review,Work life balance
Positive,3,0.742105067,Manual Review,Work Culture
Positive,Positive,0.744670093,Manual Review,Overall is a good oppertunity for an internship placement.
Negative,Negative,0.74656266,Manual Review,They have too much power and no one can question them.
Positive,Positive,0.747780323,Manual Review,Good Workplace but Overload Task
Positive,Positive,0.747918963,Manual Review,"Open to feedback, work life balance culture, slow increment and promotion."
Positive,Positive,0.749525845,Manual Review,Top 4 Local Bank in Malaysia
Negative,Negative,0.750225067,Accepted,long working hours n no wfh
Positive,Positive,0.751665354,Accepted,Overall its a great place to learn.
Negative,Negative,0.753871262,Accepted,Long working hours
Negative,Negative,0.753871262,Accepted,Long working hours
Positive,Positive,0.755532086,Accepted,Good workplace overall
Negative,Negative,0.756045938,Accepted,however lack of guidance and training provided.
Negative,Negative,0.756620109,Accepted,Expected to OT everday and even on weekends without getting paid OT.
Negative,Negative,0.757998645,Accepted,Turnover rate is quite high
Positive,Positive,0.758243561,Accepted,Environment was good.
Positive,Positive,0.761014402,Accepted,A lot people that you can meet.
Negative,Negative,0.761196256,Accepted,No standard guidelines can follow (not sure whether is the manager itself problem).
Negative,Negative,0.763119757,Accepted,It was hectic working.
Positive,Positive,0.763654351,Accepted,"Clearer, fairer systems would build more trust and motivation among the team."
Positive,Positive,0.765005469,Accepted,Structured training is provided as well.
Negative,Negative,0.765569389,Accepted,Work pace is slow at my team
Negative,Negative,0.765900314,Accepted,Need to stay back without pay OT.
Positive,Positive,0.766134858,Accepted,Benefit is good.
Positive,Positive,0.766247511,Accepted,training by professional team
Positive,Positive,0.766453385,Accepted,Learn a lot
Positive,Positive,0.766729116,Accepted,"Overall, everyone feel welcome."
Positive,Positive,0.76790005,Accepted,Flexible hybrid
Positive,Positive,0.768758655,Accepted,Have allowance and good medical insurance
Negative,Negative,0.769042075,Accepted,"Agile title but with old mindset, spent too much customization on legacy system instead of determine to revamp it"
Positive,Positive,0.769281209,Accepted,Can learn lot of new things and how to solve it.
Positive,Positive,0.769319296,Accepted,Colleague helpful.
Negative,Negative,0.769582629,Accepted,Salary below market average
Positive,Positive,0.769872546,Accepted,"Honestly the people in my team are nice,"
Positive,Positive,0.770621717,Accepted,management is competent.
Positive,3,0.770908177,Accepted,"For future interns: be proactive, network actively, and stay organized to maximize the experience."
Negative,Negative,0.770909131,Accepted,"The recent acquisition of Citiâs business appears to have been poorly managed, leading to a hiring freeze post-merger."
Positive,Positive,0.770970762,Accepted,"Other than that, good benefits and bonus"
Positive,Positive,0.773726761,Accepted,Staff benefits
Positive,Positive,0.774004936,Accepted,Able to learn about market
Positive,2,0.774054229,Accepted,Good working enviroment but no promotion.
Positive,Positive,0.774769366,Accepted,Unlimited medical coverage
Positive,Positive,0.775294065,Accepted,Fast paced environment
Negative,Negative,0.775468767,Accepted,Management level is rigid and has no one to one communication.
Positive,Positive,0.776071846,Accepted,Training is provided which is help in jobscope.
Negative,Negative,0.776416302,Accepted,"If want to explore, have to be mentally prepared with unnecessary approvals, overprocess of workflow for the sake of governance and fairly decaded legacy system that is counterproductive and isn't align with the latest development of technology(Datalake, Big Data, OCR, Robotic, AI, Chatgpt) ."
Positive,2,0.777226388,Accepted,You will learn how to âtai-chiâ in this company.
Negative,Negative,0.777258933,Accepted,I heard it is different now but despised the cult-like annual dinners.
Positive,Positive,0.777444601,Accepted,"It really depends on which department youâre placed inâif you end up in the right one, itâs easier to fit in and thereâs a better chance of getting absorbed into the company."
Positive,Positive,0.77748543,Accepted,Flexible working hours.
Positive,Positive,0.777555048,Accepted, but the management and team support made it manageable.
Positive,2,0.777626455,Accepted,Eg is your ot.
Positive,Positive,0.777652979,Accepted,good experience
Negative,Negative,0.777844727,Accepted,High turnover rate and role was not as described.
Negative,Negative,0.777967274,Accepted,Environment limits you from learning new stuff
Positive,2,0.778116167,Accepted,If you lucky then u can get a nice TL to work with.
Positive,Positive,0.778149903,Accepted,"As a protege, the workload is quite ok as it can definitely give you a work-life balance."
Positive,Positive,0.779471755,Accepted,Good Company 
Positive,2,0.780607998,Accepted,"While it is understandable that the bank must demonstrate profitability to shareholders, it is crucial to acknowledge the efforts of employees who drive this success."
Positive,Positive,0.780757785,Accepted,Everyone helps each other.
Positive,Positive,0.780847669,Accepted,"The interview process was nice tho, the hr seems professional."
Positive,Positive,0.781803846,Accepted,Branch manager and regional manager always push you to achieve the monthly target.
Positive,Positive,0.78287667,Accepted,Salary and the benefits.
Positive,Positive,0.783707261,Accepted,Humanity and harmony environment
Positive,Positive,0.784540772,Accepted,Many other benefits for claim as well and
Positive,Positive,0.784614325,Accepted,Unlimited health benefits.
Positive,Positive,0.784812689,Accepted,Friendly colleagues
Positive,Positive,0.785577238,Accepted,Personal growth through self-initiative.
Positive,Positive,0.785886824,Accepted,"Networking: Connect with professionals in the banking industry, which can be beneficial for future career opportunities."
Positive,Positive,0.786898792,Accepted,The environment is good.
Positive,2,0.786922514,Accepted,"Colleagues are nice, some team leaders aren't helpful at all and will look down on you if you don't know certain things."
Positive,Positive,0.787020028,Accepted,"Salary, benefits"
Negative,Negative,0.787244737,Accepted,"But for working environment, quiet tough."
Positive,Positive,0.788017035,Accepted,Good company
Negative,Negative,0.788276792,Accepted,"Despite implementing 360-degree feedback and the Employee Engagement Survey (EES), employee concerns remain unaddressed."
Negative,Negative,0.78829664,Accepted,Some team leaders might not be helpful to the team.
Positive,Positive,0.789675653,Accepted,The salary pay on time.
Positive,Positive,0.790237963,Accepted,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT."
Positive,Positive,0.792032838,Accepted,"In addition to the fixed salary, public bank employees also receive additional perks like medical benefits, pension schemes, and paid leave."
Negative,Negative,0.792734563,Accepted,"Most of my time was spent on repetitive, low-impact assignments that didnât contribute much to my growth or understanding of the banking sector."
Positive,3,0.792772353,Accepted,The place and also the customers 
Positive,Positive,0.79288739,Accepted,company willing to provide training to staffs to help us to development softskills
Positive,Positive,0.79324472,Accepted,Overall good sales
Positive,Positive,0.794394433,Accepted,"Environment is okay, surrounded by coworker that help in so many thing."
Positive,Positive,0.795066416,Accepted,The colleagues are friendly.
Negative,Negative,0.795220017,Accepted,There is a noticeable absence of structured programs or support for advancing one's skills and career within the company.
Positive,Positive,0.795737088,Accepted,Good environment
Positive,3,0.796270669,Accepted,Huge market.
Negative,Negative,0.797237635,Accepted,the company only side customer as they sacred in trouble
Positive,Positive,0.797499657,Accepted,Freedom to be creative and develop solutions as long as itâs aligned with the bankâs values
Positive,Positive,0.799000263,Accepted,Your daily tasks may help you to improve how to utilize them.
Positive,Positive,0.799122155,Accepted,"During my internship at Bank Rakyat, I had the opportunity to gain practical experience in one of Malaysia's leading cooperative banks."
Positive,Positive,0.801049232,Accepted,Benefit: - Medical for self & family.
Negative,Negative,0.801577508,Accepted,Should focus on tech such as fill up form online instead of using paper
Positive,Positive,0.801868737,Accepted,"Overall ok, management ok, benefits ok, paid on time , supportive team, good bank, good allowance, good salary, good benefits, good system, treat us fairly ,"
Negative,Negative,0.802075148,Accepted,"Additionally, top management often feels disconnected from ground-level operational reality."
Negative,Negative,0.802261949,Accepted,but not a Good Division
Positive,Positive,0.805537105,Accepted,"Besides the steep learning curve, I had the opportunity to learn from very capable colleagues."
Positive,Positive,0.805700779,Accepted,Flexible working hour
Negative,Negative,0.806324542,Accepted,Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day)
Negative,Negative,0.806383133,Accepted,the compensation-to-effort ratio and career progression transparency need improvement.
Positive,Positive,0.806602359,Accepted,Learning Experience: Gain a deep understanding of Islamic finance principles and practices.
Positive,3,0.806670368,Accepted,For sales for sure is sales target.
Negative,Negative,0.806939483,Accepted,Intense pressure & high expectations.
Positive,Positive,0.807164013,Accepted,"The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements."
Positive,Positive,0.807442605,Accepted,Salary was higher than average.
Negative,Negative,0.80750221,Accepted,Lack increment and bonus.
Positive,Positive,0.80767405,Accepted,Overall internship experience was good.
Negative,Negative,0.807785213,Accepted,Too many task appointed with very low salary.
Positive,Positive,0.809191585,Accepted,But bonus is pretty good around 6 months
Negative,Negative,0.809522331,Accepted,but poor management
Positive,Positive,0.809765637,Accepted,"Public Bank is known for its structured work culture, and employees who can adapt to its disciplined and customer-focused approach tend to succeed."
Positive,Positive,0.810693502,Accepted,Plenty of trainings for sales staff 
Positive,Positive,0.811061442,Accepted,but luckily managers are good.
Negative,Negative,0.812465549,Accepted,"Spent a lot of time for manual activities due to reluctant to invest a new system, continue waste money for customization on incompetent system which only safeguard vendor evergreen businesses."
Positive,Positive,0.813703954,Accepted,Okay place to work at
Positive,Positive,0.813755631,Accepted,Flexible working mode
Negative,Negative,0.813802898,Accepted,Management doesn't care about you.
Positive,Positive,0.813931704,Accepted,"Good experience, steep learning curve."
Negative,Negative,0.814140022,Accepted,"If you have experiences, try somewhere else"
Positive,Positive,0.814334869,Accepted,Good friendship
Negative,Negative,0.814546406,Accepted,"But, - paperwork overload"
Positive,Positive,0.81456697,Accepted,Fast Pace
Positive,Positive,0.814583778,Accepted,but don't worry because your colleagues will help you anyway when you need it.
Negative,Negative,0.814706326,Accepted,Workload is heavy 
Positive,Positive,0.815034628,Accepted,Sufficient AL provided.
Positive,Positive,0.815080285,Accepted,Good benefit
Positive,Positive,0.815108538,Accepted,Flex care provided with more than 10 categories claimable
Positive,Positive,0.816972256,Accepted,"Got gym, game room, hot desking must book desk so can choose desk wherever u want to sit"
Positive,Positive,0.817666709,Accepted,but good colleagues
Negative,Negative,0.817865312,Accepted,The company doesn't care for the sales people period.
Negative,Negative,0.817951858,Accepted,Leads not approachable.
Positive,Positive,0.817979336,Accepted,good mood always
Negative,Negative,0.818051875,Accepted,workload is always alot unless during low season
Positive,Positive,0.818157494,Accepted,"Many facilities provided, gym, game room etc workloads r manageable"
Positive,Positive,0.818330646,Accepted,Benefit wise and working like servant.
Negative,Negative,0.818841875,Accepted,Management will keep pushing for sales even though the product is not great and detrimental to buyers.
Negative,Negative,0.819177806,Accepted,"I interned at CIMB Bank hoping for a dynamic learning experience, but overall, it fell short of expectations."
Negative,Negative,0.819452643,Accepted,"No increment, not offered as permanent position even though work more than 3years, low benefit."
Negative,Negative,0.819691598,Accepted,"However, for my department, it is actually quite boring as all you do is data entry for the whole day, the learning curve is quite limited, you wont learn much if you fulfill the contract."
Negative,Negative,0.81995672,Accepted,To much target to be achieved and ridiculous sales KPI.
Positive,Positive,0.820303738,Accepted,"Despite the occasional stress, the knowledge gained in the field of financing was immense."
Positive,Positive,0.820342064,Accepted,Annual leaves and Mc good
Negative,Negative,0.821209371,Accepted,"Can say very stressful heavy workload, "
Positive,Positive,0.821550846,Accepted,Pbb is good to learn various things.
Negative,Negative,0.82167989,Accepted,Not welcoming the newcomers.
Positive,Positive,0.821935236,Accepted,The trust is given by allowing you to empower the action to complete your work & you are able to work from home.
Negative,Negative,0.822027326,Accepted,Try to test your limit in this environment of long working hours and extensive work load.
Positive,Positive,0.822150111,Accepted,but is very good to learn a new things 
Positive,Positive,0.822423697,Accepted,Strategic location.
Negative,Negative,0.822476804,Accepted,I learn that my current manager only know how to talk .
Negative,Negative,0.822599769,Accepted,"Its a fast pace environment, we start to move in saleâs instead of solely giving service and it become challenging to reaching target every month."
Positive,Positive,0.822810233,Accepted,Manager will guide you A to Z.
Negative,Negative,0.823201597,Accepted,'- can be very stress if you can't hit the sales target
Positive,Positive,0.823360503,Accepted,Team members are good.
Negative,Negative,0.823437512,Accepted,Gap between newbie and managers
Negative,Negative,0.823737621,Accepted,Challenging enviroment
Positive,Positive,0.823750973,Accepted,An All-rounder benefits kind of company.
Negative,Negative,0.825416148,Accepted,bad operating system
Positive,Positive,0.825491965,Accepted," overall, it's a good place to work"
Positive,Positive,0.826105654,Accepted,"Things can get a bit hectic during system changes, but overall itâs a valuable and enjoyable learning experience."
Positive,Positive,0.826143146,Accepted,Will find a good friend.
Positive,Positive,0.826144576,Accepted,Colleague is all nice
Positive,Positive,0.827031136,Accepted,"However, boss was very kind and always help to guide me"
Positive,3,0.827219367,Accepted,Managing 17 staff and Data center facility 
Positive,Positive,0.827487111,Accepted,Learnt a lot of stuff during my period.
Negative,Negative,0.827957392,Accepted,culture not so good
Positive,Positive,0.828983784,Accepted,Strategic working location
Negative,Negative,0.829195321,Accepted,Subpar bonuses
Positive,Positive,0.829393208,Accepted,"A typical day is fast-paced, full of learning opportunities."
Positive,Positive,0.829724312,Accepted,Good Experience
Negative,Negative,0.82988137,Accepted,but management is poor.
Negative,Negative,0.83024323,Accepted,"However, the manangement keeps pushing figure which could make people feel stressful and also almost ot everyday."
Positive,Positive,0.830500782,Accepted,Got good
Negative,Negative,0.830993474,Accepted,They will pressuring you until you resigned on your own.
Negative,Negative,0.831202865,Accepted,Busy and stressful sometimes 
Positive,Positive,0.831392169,Accepted,Colleague are nice.
Negative,Negative,0.832284093,Accepted,HR and HQ is ok but current manager is toxic .
Positive,Positive,0.832490802,Accepted,"With a fast-moving performance-based work culture, I was trained to work smart, fast and deliver work accurately."
Positive,Positive,0.833372235,Accepted,"The salary in public banks may not be as high as in private sector banks initially, but the long-term financial security, work-life balance, and other benefits make public banks a desirable option for many."
Positive,Positive,0.833375573,Accepted,Great for beginners
Negative,Negative,0.834766805,Accepted,Sometimes hard to dealing with customers.
Positive,Positive,0.835077465,Accepted,Good place to start for fresh graduates but long working hours.
Positive,3,0.835511565,Accepted,just give ur best on your job
Positive,Positive,0.835966527,Accepted,overall good in term of medical benefits.
Positive,1,0.835977674,Accepted,"A typical day is dynamic and fast-moving, with everyone focused and efficient."
Negative,Negative,0.836813033,Accepted,"Furthermore, opportunities for career development are scarce."
Negative,3,0.836818397,Accepted,Soso only
Negative,Negative,0.837112427,Accepted,Regardless they might rant because they are having difficulties.
Positive,Positive,0.837198734,Accepted,hope to get a permanent job at maybank
Positive,Positive,0.837294996,Accepted,Productive and task was manageable
Positive,Positive,0.837572694,Accepted,"fun environment, less toxic, but not all workplace is perfect, so a little imperfections is acceptable."
Negative,Negative,0.837923765,Accepted,but the kpi is too high for even for staff thats in under probation.
Positive,Positive,0.838130116,Accepted,Benefits is quite good
Positive,Positive,0.838236034,Accepted,They provided staff engagement event and activities 
Negative,Negative,0.838364244,Accepted,"Either listen to rants and do your job, or just put them on hold to submit the SR, both have been practiced there."
Positive,Positive,0.838488698,Accepted,Good place and suitable for a starter or fresh graduate.
Positive,Positive,0.838913381,Accepted,"but offer a high salary, 24 AL, medical coverage, and a bonus."
Negative,Negative,0.839283049,Accepted,"KPI too high,"
Negative,Negative,0.839598656,Accepted,A bit challenging
Positive,Positive,0.839674771,Accepted,"Overall, it provides a valuable experience for fresh graduates to develop their skills and grow their careers"
Negative,Negative,0.8396945,Accepted,"but somehow i found some of workers loves to overdressed and indifference dress etiquette, also give a bad impression to the company."
Positive,Positive,0.839924335,Accepted,Best to work with colleagues.
Negative,Negative,0.840710044,Accepted,"When ask, always ends up with more question than answers"
Positive,Positive,0.840794981,Accepted,Perfect for learning
Negative,Negative,0.841391206,Accepted,HQ management and HQ support not enough 
Positive,Positive,0.842167795,Accepted,"Overall, it is a great place to build a strong career foundation."
Positive,Positive,0.843075037,Accepted,Good friend
Positive,Positive,0.843391538,Accepted,"But rest assured, if you have REALLY good support and fun colleagues, you actually can survive."
Negative,Negative,0.844195426,Accepted,but your should depend by yourself because nobody will no help your because everyone is busy
Negative,1,0.844274521,Accepted,"Was placed in a consumer banking team, which I find quite it quite chilling when I was looking for a more intense role."
Positive,Positive,0.844370365,Accepted,High Salary
Negative,Negative,0.844668686,Accepted,"However, there is no work life balance that may make you exhausted."
Negative,Negative,0.845014691,Accepted,The pressure unbelievable.
Negative,Negative,0.845312774,Accepted,but the downside is only that they make changes very often and immediate.. too many task to handle at one time..
Positive,Positive,0.845360458,Accepted,"you'll learn more about it here at pb, staff are friendly"
Positive,Positive,0.845438659,Accepted,Learn a lot from them.
Positive,Positive,0.845535338,Accepted,"OCBC is a stable, growth-oriented bank that values people and innovation."
Positive,Positive,0.845638275,Accepted,The increment is above average and bonuses are decent.
Positive,Positive,0.846435547,Accepted,"If you adapt to it, you can excel in many workplaces."
Positive,Positive,0.846665621,Accepted,You can learn a lot from the team.
Negative,Negative,0.846912146,Accepted,"Didnt work here, but got the chances to be interviewed but unfortunately, it didnt goes really well."
Positive,Positive,0.846925795,Accepted,One of the key factors that can make the experience more enjoyable is having supportive and competent teammates.
Negative,Negative,0.84727931,Accepted,"The lunch break is on 45 minutes, short break applicable only 15 minutes, the management self-absorbed"
Positive,2,0.847478628,Accepted,High kpi with fast pace
Positive,Positive,0.847522497,Accepted,The challenges helped me build resilience and improve my time management skills.
Positive,Positive,0.847954869,Accepted,Good team
Positive,Positive,0.848331749,Accepted,Fun place
Positive,Positive,0.84855777,Accepted,Able to learn a lot of valuable knowledges of how bank operations works on daily basis.
Positive,Positive,0.849896252,Accepted,"Having teatime among us, celebration birthday and also we will do decorations for all the festivals..."
Negative,Negative,0.850092411,Accepted,Need to stay too long in office.
Negative,Negative,0.850259244,Accepted,The hardest part will working hours after office hours and will always stayed late
Positive,Positive,0.851307273,Accepted,"Every day was focused on serving clients, achieving sales goals, and supporting the team."
Positive,Positive,0.851427257,Accepted,PB offer a lot of benefits compared to any other company.
Positive,Positive,0.851774991,Accepted,Bosses are good.
Positive,Positive,0.851920664,Accepted,Good place to learn
Positive,Positive,0.852019727,Accepted,Good opportunity to learn
Positive,Positive,0.85257566,Accepted,Professional Development: Opportunities for skill-building through workshops and mentorship.
Negative,Negative,0.852828264,Accepted,"Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required."
Positive,3,0.8541798,Accepted,easy to meet customer from walk-in
,Negative,,,very political culture
Negative,Negative,0.854236066,Accepted,some people do not want to work but want to get credit of other peoples' works.
Positive,Positive,0.854340255,Accepted,The allowance are great.
Positive,Positive,0.854525149,Accepted,I learned a lot from here as we need to work as a team to ensure to move forward and excel together
Negative,Negative,0.854716539,Accepted,Hardest part: tight deadlines.
Positive,3,0.855933189,Accepted,"If you got a good boss, then its your luck."
Positive,Positive,0.856970847,Accepted,He/she will guide you from zero to something
Positive,Positive,0.856974244,Accepted,"While expectations are high, it encourages resilience and strong work ethics."
Negative,Negative,0.85743767,Accepted,I think it's too chaotic and tedious.
Negative,Negative,0.857482612,Accepted,But too much paperwork and need to work until 8pm everyday due to culture.
